Year,Pk,Tm,Player,College,Yrs,G,MP...8,PTS...9,TRB...10,AST...11,FG%,3P%,FT%,MP...15,PTS...16,TRB...17,AST...18,WS,WS/48,BPM,VORP,Seasons,VPS,mean_vps,median_vps,repl325_vps,VOADP_mean,VOADP_med,VOADP_repl,exp_vps_pick,VODP,exp_vps_pick_med,VODP_med
2021,13,IND,Chris Duarte,Oregon,4,177,3231,1348,467,231,0.406,0.349,0.813,18.3,7.6,2.6,1.3,1.9,0.028,-3,-0.8,4,-0.2,0.2888392857142857,0.05,-0.028125000000000004,-0.4888392857142857,-0.25,-0.171875,0.40326437004382154,-0.6032643700438216,0.09901895244642739,-0.2990189524464274
2021,14,GSW,Moses Moody,Arkansas,4,255,4229,1787,570,227,0.449,0.367,0.775,16.6,7,2.2,0.9,8.5,0.097,-1.2,0.8,4,0.2,0.2888392857142857,0.05,-0.028125000000000004,-0.08883928571428568,0.15000000000000002,0.22812500000000002,0.37223053125795125,-0.17223053125795124,0.07969401702396717,0.12030598297603284
2021,15,WAS,Corey Kispert,Gonzaga,4,292,7563,3229,822,431,0.474,0.382,0.805,25.9,11.1,2.8,1.5,9.3,0.059,-2.3,-0.6,4,-0.15,0.2888392857142857,0.05,-0.028125000000000004,-0.43883928571428565,-0.2,-0.12187499999999998,0.34507282544008694,-0.4950728254400869,0.06520890042053472,-0.2152089004205347
2021,16,HOU,Alperen Şengün,NA,4,286,8101,4583,2446,1160,0.518,0.272,0.701,28.3,16,8.6,4.1,22.5,0.133,2.7,9.7,4,2.425,0.2888392857142857,0.05,-0.028125000000000004,2.136160714285714,2.375,2.453125,0.32137659454179607,2.1036234054582037,0.05466494249347947,2.3703350575065203
2021,17,NOP,Trey Murphy III,Virginia,4,251,6856,3448,976,462,0.454,0.383,0.875,27.3,13.7,3.9,1.8,18.4,0.129,1.3,5.7,4,1.425,0.2888392857142857,0.05,-0.028125000000000004,1.1361607142857144,1.375,1.453125,0.3007271805146462,1.1242728194853537,0.0471634831001506,1.3778365168998494
2021,18,OKC,Tre Mann,Florida,4,181,3856,1707,513,415,0.411,0.35,0.788,21.3,9.4,2.8,2.3,1.9,0.024,-3.3,-1.2,4,-0.3,0.2888392857142857,0.05,-0.028125000000000004,-0.5888392857142857,-0.35,-0.271875,0.2827100646402099,-0.5827100646402099,0.04180636885401316,-0.34180636885401317
2021,19,CHO,Kai Jones,Texas,3,107,1081,377,259,44,0.671,0.231,0.682,10.1,3.5,2.4,0.4,2.8,0.126,-1.2,0.2,4,0.05,0.2888392857142857,0.05,-0.028125000000000004,-0.2388392857142857,0,0.078125,0.2669568902801344,-0.21695689028013443,0.03786334212357413,0.012136657876425871
2021,20,ATL,Jalen Johnson,Duke,4,184,4335,2023,1155,470,0.504,0.323,0.712,23.6,11,6.3,2.6,8.4,0.093,1,3.3,4,0.825,0.2888392857142857,0.05,-0.028125000000000004,0.5361607142857143,0.7749999999999999,0.8531249999999999,0.25321198520532007,0.5717880147946799,0.035013988896667375,0.7899860111033326
2021,21,LAC,Keon Johnson,Tennessee,4,161,3098,1326,429,313,0.379,0.324,0.765,19.2,8.2,2.7,1.9,-0.3,-0.005,-4.2,-1.7,4,-0.425,0.2888392857142857,0.05,-0.028125000000000004,-0.7138392857142857,-0.475,-0.396875,0.2412365487619691,-0.666236548761969,0.032999258641050105,-0.45799925864105007
2021,22,IND,Isaiah Jackson,Kentucky,4,163,2438,1170,697,116,0.595,0.206,0.671,15,7.2,4.3,0.7,7.7,0.151,-0.1,1.1,4,0.275,0.2888392857142857,0.05,-0.028125000000000004,-0.013839285714285665,0.22500000000000003,0.30312500000000003,0.23079178029628294,0.04420821970371708,0.03156010082447941,0.2434398991755206
2021,23,HOU,Usman Garuba,NA,3,105,1228,276,397,82,0.467,0.363,0.625,11.7,2.6,3.8,0.8,2.3,0.09,-1.4,0.2,4,0.05,0.2888392857142857,0.05,-0.028125000000000004,-0.2388392857142857,0,0.078125,0.22163887915446345,-0.17163887915446346,0.03043746491471261,0.019562535085287394
2021,24,HOU,Josh Christopher,Arizona State,3,152,2189,987,266,231,0.451,0.273,0.737,14.4,6.5,1.8,1.5,0.2,0.003,-3.9,-1.1,4,-0.275,0.2888392857142857,0.05,-0.028125000000000004,-0.5638392857142858,-0.325,-0.246875,0.2135390446827121,-0.48853904468271214,0.029372300379506795,-0.3043723003795068
2021,25,LAC,Quentin Grimes,Houston,4,243,5945,2525,747,488,0.444,0.375,0.763,24.5,10.4,3.1,2,10.8,0.087,-0.3,2.5,4,0.625,0.2888392857142857,0.05,-0.028125000000000004,0.3361607142857143,0.575,0.653125,0.20625347622723092,0.4187465237727691,0.028105556686619317,0.5968944433133807
2021,26,DEN,Bones Hyland,VCU,4,186,3174,1762,403,488,0.398,0.364,0.848,17.1,9.5,2.2,2.6,4.3,0.065,-0.9,0.9,4,0.225,0.2888392857142857,0.05,-0.028125000000000004,-0.06383928571428568,0.175,0.253125,0.1995433731342215,0.025456626865778514,0.02637818330380722,0.19862181669619278
2021,27,BRK,Cam Thomas,LSU,4,215,4980,3255,553,442,0.439,0.345,0.86,23.2,15.1,2.6,2.1,5.5,0.053,-1.8,0.3,4,0.075,0.2888392857142857,0.05,-0.028125000000000004,-0.21383928571428568,0.024999999999999994,0.103125,0.19318245727493485,-0.11818245727493486,0.023959206245877565,0.05104079375412243
2021,28,PHI,Jaden Springer,Tennessee,4,110,967,316,152,85,0.409,0.238,0.773,8.8,2.9,1.4,0.8,1.4,0.068,-2.7,-0.2,4,-0.05,0.2888392857142857,0.05,-0.028125000000000004,-0.3388392857142857,-0.1,-0.021875,0.187063962727798,-0.237063962727798,0.020885607877851622,-0.07088560787785163
2021,29,PHO,DayRon Sharpe,UNC,4,191,2771,1237,1079,230,0.55,0.295,0.648,14.5,6.5,5.6,1.2,8.4,0.146,-0.6,1,4,0.25,0.2888392857142857,0.05,-0.028125000000000004,-0.03883928571428569,0.2,0.278125,0.1811474229056856,0.06885257709431439,0.017343019209943075,0.23265698079005692
2021,30,MEM,Santi Aldama,Loyola (MD),4,235,5320,2293,1226,444,0.459,0.345,0.692,22.6,9.8,5.2,1.9,12.2,0.11,0.7,3.6,4,0.9,0.2888392857142857,0.05,-0.028125000000000004,0.6111607142857143,0.85,0.928125,0.1753930784739498,0.7246069215260502,0.013518656971489046,0.886481343028511
2021,31,WAS,Isaiah Todd,NA,2,18,135,29,24,8,0.222,0.192,0.5,7.5,1.6,1.3,0.4,-0.3,-0.124,-10.2,-0.3,4,-0.075,0.2888392857142857,0.05,-0.028125000000000004,-0.3638392857142857,-0.125,-0.04687499999999999,0.1697611700979431,-0.24476117009794307,0.009599737891827045,-0.08459973789182704
2021,32,OKC,Jeremiah Robinson-Earl,Villanova,4,197,3474,1191,845,201,0.441,0.342,0.796,17.6,6,4.3,1,5.7,0.079,-2.1,-0.1,4,-0.025,0.2888392857142857,0.05,-0.028125000000000004,-0.3138392857142857,-0.07500000000000001,0.0031250000000000028,0.16421193844301726,-0.18921193844301726,0.005773478700293968,-0.03077347870029397
2021,33,LAC,Jason Preston,Ohio University,2,21,195,53,39,43,0.4,0.238,0,9.3,2.5,1.9,2,0.1,0.023,-2.6,0,4,0,0.2888392857142857,0.05,-0.028125000000000004,-0.2888392857142857,-0.05,0.028125000000000004,0.15870562417452455,-0.15870562417452455,0.0022270961262271104,-0.0022270961262271104
2021,34,OKC,Rokas Jokubaitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.2888392857142857,0.05,-0.028125000000000004,NA,NA,NA,0.15320246795781733,NA,-8.521931010360706e-4,NA
2021,35,NOP,Herbert Jones,Alabama,4,240,7255,2433,915,593,0.477,0.366,0.824,30.2,10.1,3.8,2.5,15.6,0.104,-0.4,3,4,0.75,0.2888392857142857,0.05,-0.028125000000000004,0.4611607142857143,0.7,0.778125,0.1476628114356347,0.6023371885643654,-0.003278262003038208,0.7532782620030382
2021,36,NYK,Miles McBride,West Virginia,4,236,4053,1484,353,414,0.405,0.36,0.78,17.2,6.3,1.5,1.8,7.9,0.093,-0.8,1.2,4,0.3,0.2888392857142857,0.05,-0.028125000000000004,0.011160714285714302,0.25,0.328125,0.1420564620833413,0.1579435379166587,-0.004967139140395749,0.30496713914039575
2021,37,CHO,JT Thor,Auburn,4,185,2261,599,389,90,0.419,0.317,0.651,12.2,3.2,2.1,0.5,1.2,0.026,-4.5,-1.5,4,-0.375,0.2888392857142857,0.05,-0.028125000000000004,-0.6638392857142856,-0.425,-0.346875,0.13637029063280634,-0.5113702906328064,-0.006019000230725964,-0.368980999769274
2021,38,CHI,Ayo Dosunmu,Illinois,4,279,7814,2856,811,912,0.502,0.361,0.773,28,10.2,2.9,3.3,12.6,0.077,-1.7,0.6,4,0.15,0.2888392857142857,0.05,-0.028125000000000004,-0.1388392857142857,0.09999999999999999,0.178125,0.1305929557090531,0.01940704429094689,-0.006553315986198311,0.15655331598619832
2021,39,SAC,Neemias Queta,Utah State University,4,110,1345,521,400,72,0.627,0,0.713,12.2,4.7,3.6,0.7,5.2,0.186,-0.6,0.5,4,0.125,0.2888392857142857,0.05,-0.028125000000000004,-0.1638392857142857,0.075,0.153125,0.12471311593710457,2.868840628954261e-4,-0.006689557118982512,0.1316895571189825
2021,40,UTA,Jared Butler,Baylor,4,148,2047,990,217,417,0.45,0.341,0.818,13.8,6.7,1.5,2.8,2.5,0.059,-1.5,0.3,4,0.075,0.2888392857142857,0.05,-0.028125000000000004,-0.21383928571428568,0.024999999999999994,0.103125,0.11871942994198349,-0.043719429941983495,-0.006547194341248654,0.08154719434124866
2021,41,SAS,Joe Wieskamp,Iowa,2,38,255,70,18,12,0.329,0.309,0.538,6.7,1.8,0.5,0.3,0.1,0.013,-5.3,-0.2,4,-0.05,0.2888392857142857,0.05,-0.028125000000000004,-0.3388392857142857,-0.1,-0.021875,0.11260055634871349,-0.1626005563487135,-0.006245698365165972,-0.04375430163483403
2021,42,DET,Isaiah Livers,Michigan,3,94,2051,581,248,87,0.407,0.358,0.789,21.8,6.2,2.6,0.9,1.6,0.037,-3.2,-0.6,4,-0.15,0.2888392857142857,0.05,-0.028125000000000004,-0.43883928571428565,-0.2,-0.12187499999999998,0.10634515378231721,-0.2563451537823172,-0.005904539902904654,-0.14409546009709534
2021,43,NOP,Greg Brown III,Texas,3,70,773,268,163,42,0.424,0.296,0.616,11,3.8,2.3,0.6,0.2,0.015,-5.1,-0.6,4,-0.15,0.2888392857142857,0.05,-0.028125000000000004,-0.43883928571428565,-0.2,-0.12187499999999998,0.09994188086781804,-0.24994188086781804,-0.005643189666634035,-0.14435681033336595
2021,44,BRK,Kessler Edwards,Pepperdine,4,178,2255,645,390,111,0.428,0.36,0.786,12.7,3.6,2.2,0.6,2.7,0.058,-2.9,-0.5,4,-0.125,0.2888392857142857,0.05,-0.028125000000000004,-0.4138392857142857,-0.175,-0.09687499999999999,0.09339005134199557,-0.21839005134199557,-0.0055654522199943286,-0.11943454778000567
2021,45,BOS,Juhann Begarin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.2888392857142857,0.05,-0.028125000000000004,NA,NA,NA,0.0867601439011829,NA,-0.005670498702601412,NA
2021,46,TOR,Dalano Banton,Nebraska,4,216,3142,1463,482,422,0.402,0.304,0.728,14.5,6.8,2.2,2,2.1,0.032,-1.5,0.4,4,0.1,0.2888392857142857,0.05,-0.028125000000000004,-0.18883928571428568,0.05,0.12812500000000002,0.0801517905432487,0.01984820945675131,-0.005914636325244792,0.1059146363252448
2021,47,TOR,David Johnson,Louisville,1,2,2,0,0,0,0,0,NA,1,0,0,0,0,-0.495,-27.7,0,4,0,0.2888392857142857,0.05,-0.028125000000000004,-0.2888392857142857,-0.05,0.028125000000000004,0.07366471125883894,-0.07366471125883894,-0.006254042923446818,0.006254042923446818
2021,48,ATL,Sharife Cooper,Auburn,1,13,39,7,5,5,0.214,0.167,NA,3,0.5,0.4,0.4,-0.2,-0.297,-16.3,-0.1,4,-0.025,0.2888392857142857,0.05,-0.028125000000000004,-0.3138392857142857,-0.07500000000000001,0.0031250000000000028,0.06739862603859997,-0.09239862603859997,-0.0066448963327298835,-0.01835510366727012
2021,49,BRK,Marcus Zegarowski,Creighton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.2888392857142857,0.05,-0.028125000000000004,NA,NA,NA,0.0614532548731779,NA,-0.007043374388616746,NA
2021,50,PHI,Filip Petrušev,Gonzaga,1,3,10,3,1,0,0.5,NA,0.5,3.3,1,0.3,0,0,0.029,-8,0,4,0,0.2888392857142857,0.05,-0.028125000000000004,-0.2888392857142857,-0.05,0.028125000000000004,0.05592831775321897,-0.05592831775321897,-0.0074056549266299,0.0074056549266299
2021,51,MEM,Brandon Boston Jr.,Kentucky,4,147,2346,1101,327,176,0.412,0.328,0.781,16,7.5,2.2,1.2,1,0.021,-3.7,-1,4,-0.25,0.2888392857142857,0.05,-0.028125000000000004,-0.5388392857142856,-0.3,-0.221875,0.050923534669369566,-0.30092353466936955,-0.007687915782291391,-0.2423120842177086
2021,52,DET,Luka Garza,Iowa,4,124,973,604,248,53,0.49,0.314,0.699,7.8,4.9,2,0.4,2.9,0.143,-1.9,0,4,0,0.2888392857142857,0.05,-0.028125000000000004,-0.2888392857142857,-0.05,0.028125000000000004,0.046537100178796434,-0.046537100178796434,-0.007847695578618839,0.007847695578618839
2021,53,PHI,Charles Bassey,Western Kentucky,4,113,1257,488,483,93,0.631,0.231,0.648,11.1,4.3,4.3,0.8,3.8,0.145,0.4,0.8,4,0.2,0.2888392857142857,0.05,-0.028125000000000004,-0.08883928571428568,0.15000000000000002,0.22812500000000002,0.042802861045093045,0.15719713895490697,-0.007899935423878257,0.20789993542387827
2021,54,MIL,Sandro Mamukelashvili,Seton Hall,4,191,2199,992,601,181,0.471,0.348,0.731,11.5,5.2,3.1,0.9,5.2,0.113,-0.2,1,4,0.25,0.2888392857142857,0.05,-0.028125000000000004,-0.03883928571428569,0.2,0.278125,0.03966803130856157,0.21033196869143844,-0.007936858541924843,0.25793685854192483
2021,55,OKC,Aaron Wiggins,Maryland,4,274,5478,2351,869,368,0.504,0.389,0.794,20,8.6,3.2,1.3,12.9,0.113,-0.9,1.5,4,0.375,0.2888392857142857,0.05,-0.028125000000000004,0.08616071428571431,0.325,0.403125,0.03707371866967436,0.33792628133032565,-0.00805613541537018,0.3830561354153702
2021,56,CHO,Scottie Lewis,Florida,1,2,7,1,0,1,NA,NA,0.5,3.5,0.5,0,0.5,0,0.164,6,0,4,0,0.2888392857142857,0.05,-0.028125000000000004,-0.2888392857142857,-0.05,0.028125000000000004,0.03496103082890471,-0.03496103082890471,-0.00835543652682557,0.00835543652682557
2021,57,CHO,Balša Koprivica,Florida State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.2888392857142857,0.05,-0.028125000000000004,NA,NA,NA,0.03327107548672529,NA,-0.008932432358902023,NA
2021,58,NYK,Jericho Sims,Texas,4,191,2584,458,755,104,0.714,0,0.585,13.5,2.4,4,0.5,6.9,0.128,-1.7,0.2,4,0.05,0.2888392857142857,0.05,-0.028125000000000004,-0.2388392857142857,0,0.078125,0.03194496034360893,0.018055039656391075,-0.009884793394211227,0.05988479339421123
2021,59,BRK,RaiQuan Gray,Florida State,2,4,74,39,16,13,0.552,0.417,1,18.5,9.8,4,3.3,0.2,0.149,2.9,0.1,4,0.025,0.2888392857142857,0.05,-0.028125000000000004,-0.26383928571428567,-0.025,0.053125000000000006,0.030923793100028102,-0.0059237931000281005,-0.011310190115364539,0.03631019011536454
2021,60,MIL,Georgios Kalaitzakis,NA,1,13,213,86,21,12,0.463,0.385,0.467,16.4,6.6,1.6,0.9,-0.1,-0.024,-7,-0.3,4,-0.075,0.2888392857142857,0.05,-0.028125000000000004,-0.3638392857142857,-0.125,-0.04687499999999999,0.03014868145645635,-0.10514868145645634,-0.01330629300497307,-0.06169370699502692
2020,1,MIN,Anthony Edwards,Georgia,5,381,13263,9097,2017,1600,0.446,0.364,0.804,34.8,23.9,5.3,4.2,24.8,0.09,1.7,12.3,5,2.46,0.30896551724137933,0,-0.06,2.1510344827586207,2.46,2.52,1.143113859646673,1.316886140353327,0.8822822001815358,1.5777177998184642
2020,2,GSW,James Wiseman,Memphis,4,148,2799,1350,830,110,0.56,0.262,0.683,18.9,9.1,5.6,0.7,4.3,0.074,-3.9,-1.4,5,-0.27999999999999997,0.30896551724137933,0,-0.06,-0.5889655172413792,-0.27999999999999997,-0.21999999999999997,1.0604108854384655,-1.3404108854384655,0.7833289534233416,-1.0633289534233417
2020,3,CHO,LaMelo Ball,NA,5,231,7375,4859,1379,1710,0.421,0.365,0.837,31.9,21,6,7.4,13.6,0.089,2.9,9.1,5,1.8199999999999998,0.30896551724137933,0,-0.06,1.5110344827586206,1.8199999999999998,1.88,0.9801108851729452,0.8398891148270546,0.6884843713470001,1.1315156286529997
2020,4,CHI,Patrick Williams,Florida State,5,276,7478,2636,1126,404,0.452,0.392,0.769,27.1,9.6,4.1,1.5,8.4,0.054,-2.3,-0.5,5,-0.1,0.30896551724137933,0,-0.06,-0.4089655172413793,-0.1,-0.04000000000000001,0.9026722960389979,-1.002672296038998,0.5984087442197418,-0.6984087442197418
2020,5,CLE,Isaac Okoro,Auburn,5,334,8746,2708,930,536,0.467,0.351,0.731,26.2,8.1,2.8,1.6,16,0.088,-2,0,5,0,0.30896551724137933,0,-0.06,-0.30896551724137933,0,0.06,0.8285535552255102,-0.8285535552255102,0.5137623623087962,-0.5137623623087962
2020,6,ATL,Onyeka Okongwu,USC,5,307,6911,2960,2058,394,0.614,0.322,0.755,22.5,9.6,6.7,1.3,24.9,0.173,0.5,4.4,5,0.8800000000000001,0.30896551724137933,0,-0.06,0.5710344827586208,0.8800000000000001,0.9400000000000002,0.758213099921368,0.12178690007863213,0.4352055158813938,0.44479448411860634
2020,7,DET,Killian Hayes,NA,5,216,5641,1758,637,1121,0.383,0.281,0.777,26.1,8.1,2.9,5.2,-0.2,-0.002,-3.8,-2.6,5,-0.52,0.30896551724137933,0,-0.06,-0.8289655172413793,-0.52,-0.46,0.6921093673154572,-1.2121093673154573,0.36339849520476425,-0.8833984952047642
2020,8,NYK,Obi Toppin,Dayton,5,362,6238,3074,1231,428,0.523,0.355,0.771,17.2,8.5,3.4,1.2,16.6,0.128,1.1,4.8,5,0.96,0.30896551724137933,0,-0.06,0.6510344827586206,0.96,1.02,0.6307007945966637,0.32929920540333624,0.29900159054613756,0.6609984094538623
2020,9,WAS,Deni Avdija,NA,5,359,9679,4045,2236,1008,0.462,0.337,0.753,27,11.3,6.2,2.8,14.7,0.073,-1,2.5,5,0.5,0.30896551724137933,0,-0.06,0.19103448275862067,0.5,0.56,0.5744458189538743,-0.07444581895387425,0.24267509217274402,0.257324907827256
2020,10,PHO,Jalen Smith,Maryland,5,271,4368,2290,1432,222,0.505,0.332,0.754,16.1,8.5,5.3,0.8,12,0.132,-0.2,2,5,0.4,0.30896551724137933,0,-0.06,0.0910344827586207,0.4,0.46,0.5237692646937907,-0.12376926469379068,0.19501927305448172,0.2049807269455183
2020,11,SAS,Devin Vassell,Florida State,5,303,8402,4280,1144,788,0.444,0.369,0.806,27.7,14.1,3.8,2.6,11.9,0.068,-0.5,3.1,5,0.62,0.30896551724137933,0,-0.06,0.31103448275862067,0.62,0.6799999999999999,0.4786190787133089,0.1413809212866911,0.15578292031903404,0.4642170796809659
2020,12,SAC,Tyrese Haliburton,Iowa State,5,333,10998,5842,1218,2947,0.477,0.392,0.855,33,17.5,3.7,8.8,37.6,0.164,4.8,18.9,5,3.78,0.30896551724137933,0,-0.06,3.4710344827586206,3.78,3.84,0.4385889998461299,3.3414110001538697,0.12408236683056614,3.655917633169434
2020,13,NOP,Kira Lewis Jr.,Alabama,4,131,1745,687,169,233,0.397,0.294,0.848,13.3,5.2,1.3,1.8,1.3,0.036,-3.5,-0.6,5,-0.12,0.30896551724137933,0,-0.06,-0.4289655172413793,-0.12,-0.06,0.40326437004382154,-0.5232643700438215,0.09901895244642739,-0.21901895244642738
2020,14,BOS,Aaron Nesmith,Vanderbilt,5,288,6177,2570,946,305,0.463,0.385,0.828,21.4,8.9,3.3,1.1,10.5,0.082,-1.9,0.2,5,0.04,0.30896551724137933,0,-0.06,-0.26896551724137935,0.04,0.1,0.37223053125795125,-0.33223053125795127,0.07969401702396717,-0.03969401702396717
2020,15,ORL,Cole Anthony,UNC,5,320,7935,4015,1372,1223,0.419,0.345,0.847,24.8,12.5,4.3,3.8,11,0.066,-0.6,2.9,5,0.58,0.30896551724137933,0,-0.06,0.27103448275862063,0.58,0.6399999999999999,0.34507282544008694,0.23492717455991302,0.06520890042053472,0.5147910995794652
2020,16,DET,Isaiah Stewart,Washington,5,307,7542,2631,2177,407,0.507,0.345,0.733,24.6,8.6,7.1,1.3,15.4,0.098,-1.7,0.5,5,0.1,0.30896551724137933,0,-0.06,-0.20896551724137932,0.1,0.16,0.32137659454179607,-0.22137659454179606,0.05466494249347947,0.04533505750652054
2020,17,OKC,Aleksej Pokusevski,NA,4,168,3429,1253,778,327,0.391,0.304,0.702,20.4,7.5,4.6,1.9,-0.2,-0.002,-3.1,-1,5,-0.2,0.30896551724137933,0,-0.06,-0.5089655172413794,-0.2,-0.14,0.3007271805146462,-0.5007271805146463,0.0471634831001506,-0.24716348310015063
2020,18,DAL,Josh Green,Arizona,5,291,6415,1941,777,448,0.482,0.38,0.687,22,6.7,2.7,1.5,9.2,0.069,-2.9,-1.5,5,-0.3,0.30896551724137933,0,-0.06,-0.6089655172413793,-0.3,-0.24,0.2827100646402099,-0.5827100646402099,0.04180636885401316,-0.34180636885401317
2020,19,DET,Saddiq Bey,Villanova,4,292,8804,4103,1532,538,0.408,0.352,0.842,30.2,14.1,5.2,1.8,14.6,0.079,-0.7,2.9,5,0.58,0.30896551724137933,0,-0.06,0.27103448275862063,0.58,0.6399999999999999,0.2669568902801344,0.31304310971986554,0.03786334212357413,0.5421366578764258
2020,20,MIA,Precious Achiuwa,Memphis,5,320,6396,2420,1813,313,0.484,0.304,0.606,20,7.6,5.7,1,11.8,0.089,-2.3,-0.4,5,-0.08,0.30896551724137933,0,-0.06,-0.38896551724137934,-0.08,-0.020000000000000004,0.25321198520532007,-0.3332119852053201,0.035013988896667375,-0.11501398889666738
2020,21,PHI,Tyrese Maxey,Kentucky,5,318,10187,6202,952,1403,0.461,0.381,0.866,32,19.5,3,4.4,26.5,0.125,1.3,8.6,5,1.72,0.30896551724137933,0,-0.06,1.4110344827586205,1.72,1.78,0.2412365487619691,1.4787634512380308,0.032999258641050105,1.6870007413589498
2020,22,DEN,Zeke Nnaji,Arizona,5,251,3007,1053,566,100,0.509,0.362,0.653,12,4.2,2.3,0.4,6.7,0.107,-2.6,-0.4,5,-0.08,0.30896551724137933,0,-0.06,-0.38896551724137934,-0.08,-0.020000000000000004,0.23079178029628294,-0.31079178029628296,0.03156010082447941,-0.11156010082447941
2020,23,MIN,Leandro Bolmaro,NA,2,49,309,56,50,28,0.27,0.227,0.846,6.3,1.1,1,0.6,-0.3,-0.048,-7.8,-0.5,5,-0.1,0.30896551724137933,0,-0.06,-0.4089655172413793,-0.1,-0.04000000000000001,0.22163887915446345,-0.32163887915446343,0.03043746491471261,-0.13043746491471261
2020,24,MIL,R.J. Hampton,NA,4,170,3116,1155,466,307,0.408,0.338,0.679,18.3,6.8,2.7,1.8,0.8,0.013,-3.8,-1.4,5,-0.27999999999999997,0.30896551724137933,0,-0.06,-0.5889655172413792,-0.27999999999999997,-0.21999999999999997,0.2135390446827121,-0.49353904468271204,0.029372300379506795,-0.30937230037950675
2020,25,NYK,Immanuel Quickley,Kentucky,5,324,8292,4542,1097,1203,0.421,0.375,0.858,25.6,14,3.4,3.7,21.3,0.124,1.2,6.7,5,1.34,0.30896551724137933,0,-0.06,1.0310344827586206,1.34,1.4000000000000001,0.20625347622723092,1.133746523772769,0.028105556686619317,1.3118944433133808
2020,26,BOS,Payton Pritchard,Oregon,5,347,7008,3153,952,883,0.454,0.399,0.856,20.2,9.1,2.7,2.5,20.9,0.143,1.2,5.8,5,1.16,0.30896551724137933,0,-0.06,0.8510344827586206,1.16,1.22,0.1995433731342215,0.9604566268657784,0.02637818330380722,1.1336218166961927
2020,27,UTA,Udoka Azubuike,Kansas,4,84,724,256,235,14,0.758,NA,0.444,8.6,3,2.8,0.2,2,0.133,-1.5,0.1,5,0.02,0.30896551724137933,0,-0.06,-0.2889655172413793,0.02,0.08,0.19318245727493485,-0.17318245727493486,0.023959206245877565,-0.003959206245877565
2020,28,MIN,Jaden McDaniels,Washington,5,366,10449,3784,1526,562,0.482,0.348,0.752,28.5,10.3,4.2,1.5,17.9,0.082,-1.8,0.5,5,0.1,0.30896551724137933,0,-0.06,-0.20896551724137932,0.1,0.16,0.187063962727798,-0.08706396272779798,0.020885607877851622,0.07911439212214838
2020,29,TOR,Malachi Flynn,San Diego State,5,217,3076,1184,376,414,0.387,0.333,0.747,14.2,5.5,1.7,1.9,2.9,0.045,-2.6,-0.5,5,-0.1,0.30896551724137933,0,-0.06,-0.4089655172413793,-0.1,-0.04000000000000001,0.1811474229056856,-0.2811474229056856,0.017343019209943075,-0.11734301920994308
2020,30,MEM,Desmond Bane,TCU,5,313,9274,5580,1438,1179,0.472,0.41,0.883,29.6,17.8,4.6,3.8,25.5,0.132,2.4,10.4,5,2.08,0.30896551724137933,0,-0.06,1.7710344827586209,2.08,2.14,0.1753930784739498,1.9046069215260504,0.013518656971489046,2.066481343028511
2020,31,DAL,Tyrell Terry,Stanford,2,13,59,13,6,6,0.353,0,0.333,4.5,1,0.5,0.5,0,-0.035,-4.8,0,5,0,0.30896551724137933,0,-0.06,-0.30896551724137933,0,0.06,0.1697611700979431,-0.1697611700979431,0.009599737891827045,-0.009599737891827045
2020,32,CHO,Vernon Carey Jr.,Duke,3,37,187,72,50,5,0.474,0.143,0.654,5.1,1.9,1.4,0.1,0.2,0.058,-6.3,-0.2,5,-0.04,0.30896551724137933,0,-0.06,-0.3489655172413793,-0.04,0.019999999999999997,0.16421193844301726,-0.20421193844301727,0.005773478700293968,-0.04577347870029397
2020,33,LAC,Daniel Oturu,Minnesota,2,33,188,63,53,10,0.431,0.167,0.706,5.7,1.9,1.6,0.3,0.3,0.086,-5.2,-0.2,5,-0.04,0.30896551724137933,0,-0.06,-0.3489655172413793,-0.04,0.019999999999999997,0.15870562417452455,-0.19870562417452456,0.0022270961262271104,-0.04222709612622711
2020,34,PHI,Théo Maledon,NA,4,177,3753,1373,489,518,0.372,0.31,0.793,21.2,7.8,2.8,2.9,-0.2,-0.002,-4.6,-2.4,5,-0.48,0.30896551724137933,0,-0.06,-0.7889655172413793,-0.48,-0.42,0.15320246795781733,-0.6332024679578173,-8.521931010360706e-4,-0.4791478068989639
2020,35,MEM,Xavier Tillman Sr.,Michigan State,5,260,4171,1389,978,317,0.509,0.252,0.577,16,5.3,3.8,1.2,10,0.115,-0.1,2,5,0.4,0.30896551724137933,0,-0.06,0.0910344827586207,0.4,0.46,0.1476628114356347,0.2523371885643653,-0.003278262003038208,0.40327826200303823
2020,36,DAL,Tyler Bey,Colorado,1,18,71,18,19,3,0.318,0.25,0.6,3.9,1,1.1,0.2,0,-0.033,-9.5,-0.1,5,-0.02,0.30896551724137933,0,-0.06,-0.32896551724137935,-0.02,0.039999999999999994,0.1420564620833413,-0.1620564620833413,-0.004967139140395749,-0.015032860859604251
