Year,Pk,Tm,Player,College,Yrs,G,MP...8,PTS...9,TRB...10,AST...11,FG%,3P%,FT%,MP...15,PTS...16,TRB...17,AST...18,WS,WS/48,BPM,VORP,Seasons,VPS,mean_vps,median_vps,repl325_vps,VOADP_mean,VOADP_med,VOADP_repl,exp_vps_pick,VODP,exp_vps_pick_med,VODP_med
2010,40,IND,Lance Stephenson,Cincinnati,10,554,12680,4738,2251,1621,0.445,0.314,0.694,22.9,8.6,4.1,2.9,17.5,0.066,-1.3,2.3,15,0.15333333333333332,0.27189542483660134,0,-0.006666666666666667,-0.11856209150326802,0.15333333333333332,0.15999999999999998,0.11871942994198349,0.03461390339134983,-0.006547194341248654,0.15988052767458197
2010,41,MIA,Jarvis Varnado,Mississippi State,2,37,397,107,72,16,0.582,NA,0.518,10.7,2.9,1.9,0.4,0.7,0.089,-3.3,-0.1,15,-0.006666666666666667,0.27189542483660134,0,-0.006666666666666667,-0.278562091503268,-0.006666666666666667,0,0.11260055634871349,-0.11926722301538016,-0.006245698365165972,-4.2096830150069493e-4
2010,42,MIA,Da'Sean Butler,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0.27189542483660134,0,-0.006666666666666667,NA,NA,NA,0.10634515378231721,NA,-0.005904539902904654,NA
2010,43,LAL,Devin Ebanks,West Virginia,3,63,711,224,122,24,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.8,-0.5,15,-0.03333333333333333,0.27189542483660134,0,-0.006666666666666667,-0.30522875816993467,-0.03333333333333333,-0.026666666666666665,0.09994188086781804,-0.13327521420115138,-0.005643189666634035,-0.027690143666699297
2010,44,NYK,Jerome Jordan,Tulsa,2,65,491,180,132,17,0.528,NA,0.852,7.6,2.8,2,0.3,1.7,0.168,-1,0.1,15,0.006666666666666667,0.27189542483660134,0,-0.006666666666666667,-0.2652287581699347,0.006666666666666667,0.013333333333333334,0.09339005134199557,-0.0867233846753289,-0.0055654522199943286,0.012232118886660995
2010,45,MIN,Paulão Prestes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0.27189542483660134,0,-0.006666666666666667,NA,NA,NA,0.0867601439011829,NA,-0.005670498702601412,NA
2010,46,PHO,Gani Lawal,Georgia Tech,1,1,2,0,0,0,NA,NA,NA,2,0,0,0,0,-0.009,-15,0,15,0,0.27189542483660134,0,-0.006666666666666667,-0.27189542483660134,0,0.006666666666666667,0.0801517905432487,-0.0801517905432487,-0.005914636325244792,0.005914636325244792
2010,47,MIL,Tiny Gallon,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0.27189542483660134,0,-0.006666666666666667,NA,NA,NA,0.07366471125883894,NA,-0.006254042923446818,NA
2010,48,MIA,Latavious Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0.27189542483660134,0,-0.006666666666666667,NA,NA,NA,0.06739862603859997,NA,-0.0066448963327298835,NA
2010,49,SAS,Ryan Richards,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0.27189542483660134,0,-0.006666666666666667,NA,NA,NA,0.0614532548731779,NA,-0.007043374388616746,NA
2010,50,TOR,Solomon Alabi,Florida State,2,26,181,39,61,5,0.314,NA,0.7,7,1.5,2.3,0.2,0,0.01,-4.4,-0.1,15,-0.006666666666666667,0.27189542483660134,0,-0.006666666666666667,-0.278562091503268,-0.006666666666666667,0,0.05592831775321897,-0.06259498441988563,-0.0074056549266299,7.389882599632327e-4
2010,51,OKC,Magnum Rolle,Louisiana Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0.27189542483660134,0,-0.006666666666666667,NA,NA,NA,0.050923534669369566,NA,-0.007687915782291391,NA
2010,52,BOS,Luke Harangody,Notre Dame,2,70,871,253,196,36,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3,15,-0.02,0.27189542483660134,0,-0.006666666666666667,-0.29189542483660136,-0.02,-0.013333333333333332,0.046537100178796434,-0.06653710017879644,-0.007847695578618839,-0.012152304421381162
2010,53,ATL,Pape Sy,NA,1,3,21,7,3,2,0.333,0,1,7,2.3,1,0.7,0,-0.047,-6,0,15,0,0.27189542483660134,0,-0.006666666666666667,-0.27189542483660134,0,0.006666666666666667,0.042802861045093045,-0.042802861045093045,-0.007899935423878257,0.007899935423878257
2010,54,LAC,Willie Warren,Oklahoma,1,19,134,37,12,27,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-2.7,0,15,0,0.27189542483660134,0,-0.006666666666666667,-0.27189542483660134,0,0.006666666666666667,0.03966803130856157,-0.03966803130856157,-0.007936858541924843,0.007936858541924843
2010,55,UTA,Jeremy Evans,Western Kentucky,7,250,2626,879,641,107,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,0.9,1.9,15,0.12666666666666665,0.27189542483660134,0,-0.006666666666666667,-0.1452287581699347,0.12666666666666665,0.1333333333333333,0.03707371866967436,0.08959294799699229,-0.00805613541537018,0.13472280208203682
2010,56,WAS,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,0.467,NA,0.462,4.8,0.6,0.8,0.1,0,0.013,-7.3,-0.2,15,-0.013333333333333334,0.27189542483660134,0,-0.006666666666666667,-0.28522875816993465,-0.013333333333333334,-0.006666666666666667,0.03496103082890471,-0.04829436416223805,-0.00835543652682557,-0.004977896806507764
2010,57,OKC,Ryan Reid,Florida State,1,5,17,8,2,0,0.8,NA,NA,3.4,1.6,0.4,0,0.1,0.142,-2,0,15,0,0.27189542483660134,0,-0.006666666666666667,-0.27189542483660134,0,0.006666666666666667,0.03327107548672529,-0.03327107548672529,-0.008932432358902023,0.008932432358902023
2010,58,LAL,Derrick Caracter,Texas-El Paso,1,41,215,81,43,7,0.485,NA,0.739,5.2,2,1,0.2,0.3,0.057,-7.1,-0.3,15,-0.02,0.27189542483660134,0,-0.006666666666666667,-0.29189542483660136,-0.02,-0.013333333333333332,0.03194496034360893,-0.05194496034360893,-0.009884793394211227,-0.010115206605788773
2010,59,ORL,Stanley Robinson,UConn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0.27189542483660134,0,-0.006666666666666667,NA,NA,NA,0.030923793100028102,NA,-0.011310190115364539,NA
2010,60,PHO,Dwayne Collins,Miami (FL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0.27189542483660134,0,-0.006666666666666667,NA,NA,NA,0.03014868145645635,NA,-0.01330629300497307,NA
2009,1,LAC,Blake Griffin,Oklahoma,13,765,24384,14513,6109,3055,0.493,0.328,0.696,31.9,19,8,4,81.1,0.16,3.3,32.8,16,2.05,0.5205,0.0875,0,1.5294999999999999,1.9625,2.05,1.143113859646673,0.9068861403533268,0.8822822001815358,1.167717799818464
2009,2,MEM,Hasheem Thabeet,UConn,5,224,2357,483,595,27,0.567,NA,0.578,10.5,2.2,2.7,0.1,4.8,0.099,-2.7,-0.4,16,-0.025,0.5205,0.0875,0,-0.5455,-0.11249999999999999,-0.025,1.0604108854384655,-1.0854108854384654,0.7833289534233416,-0.8083289534233417
2009,3,OKC,James Harden,Arizona State,16,1151,40012,27687,6473,8316,0.439,0.363,0.861,34.8,24.1,5.6,7.2,174.7,0.21,6.3,84.2,16,5.2625,0.5205,0.0875,0,4.742,5.175,5.2625,0.9801108851729452,4.282389114827055,0.6884843713470001,4.574015628653
2009,4,SAC,Tyreke Evans,Memphis,10,594,18242,9347,2720,2852,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.8,13.1,16,0.81875,0.5205,0.0875,0,0.29825,0.73125,0.81875,0.9026722960389979,-0.08392229603899792,0.5984087442197418,0.2203412557802582
2009,5,MIN,Ricky Rubio,NA,12,698,20694,7570,2830,5160,0.388,0.324,0.843,29.6,10.8,4.1,7.4,42.3,0.098,0.5,13.3,16,0.83125,0.5205,0.0875,0,0.3107500000000001,0.74375,0.83125,0.8285535552255102,0.0026964447744898257,0.5137623623087962,0.3174876376912038
2009,6,MIN,Jonny Flynn,Syracuse,3,163,3738,1504,307,634,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4,-1.9,16,-0.11875,0.5205,0.0875,0,-0.63925,-0.20625,-0.11875,0.758213099921368,-0.876963099921368,0.4352055158813938,-0.5539555158813938
2009,7,GSW,Stephen Curry,Davidson,16,1026,34975,25386,4819,6540,0.471,0.423,0.911,34.1,24.7,4.7,6.4,143.1,0.196,6.5,74.7,16,4.66875,0.5205,0.0875,0,4.14825,4.58125,4.66875,0.6921093673154572,3.9766406326845427,0.36339849520476425,4.305351504795236
2009,8,NYK,Jordan Hill,Arizona,8,409,7692,3232,2389,322,0.497,0.136,0.699,18.8,7.9,5.8,0.8,16.4,0.102,-2,0,16,0,0.5205,0.0875,0,-0.5205,-0.0875,0,0.6307007945966637,-0.6307007945966637,0.29900159054613756,-0.29900159054613756
2009,9,TOR,DeMar DeRozan,USC,16,1187,41228,25292,5208,4869,0.469,0.3,0.842,34.7,21.3,4.4,4.1,108.5,0.126,0.8,29.4,16,1.8375,0.5205,0.0875,0,1.317,1.75,1.8375,0.5744458189538743,1.2630541810461255,0.24267509217274402,1.5948249078272558
2009,10,MIL,Brandon Jennings,NA,9,555,16844,7801,1659,3151,0.387,0.345,0.796,30.3,14.1,3,5.7,29.9,0.085,0.8,11.8,16,0.7375,0.5205,0.0875,0,0.21700000000000008,0.65,0.7375,0.5237692646937907,0.21373073530620934,0.19501927305448172,0.5424807269455183
2009,11,BRK,Terrence Williams,Louisville,4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6,16,-0.0375,0.5205,0.0875,0,-0.5579999999999999,-0.125,-0.0375,0.4786190787133089,-0.5161190787133089,0.15578292031903404,-0.19328292031903405
2009,12,CHO,Gerald Henderson,Duke,8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6,16,0.0375,0.5205,0.0875,0,-0.483,-0.049999999999999996,0.0375,0.4385889998461299,-0.40108899984612995,0.12408236683056614,-0.08658236683056614
2009,13,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2,0,16,0,0.5205,0.0875,0,-0.5205,-0.0875,0,0.40326437004382154,-0.40326437004382154,0.09901895244642739,-0.09901895244642739
2009,14,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-2.8,-0.8,16,-0.05,0.5205,0.0875,0,-0.5705,-0.1375,-0.05,0.37223053125795125,-0.42223053125795124,0.07969401702396717,-0.12969401702396716
2009,15,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2,0,16,0,0.5205,0.0875,0,-0.5205,-0.0875,0,0.34507282544008694,-0.34507282544008694,0.06520890042053472,-0.06520890042053472
2009,16,CHI,James Johnson,Wake Forest,16,786,15561,5830,2716,1610,0.473,0.3,0.678,19.8,7.4,3.5,2,27.4,0.084,0.4,9.3,16,0.58125,0.5205,0.0875,0,0.06075000000000008,0.49375,0.58125,0.32137659454179607,0.259873405458204,0.05466494249347947,0.5265850575065206
2009,17,PHI,Jrue Holiday,UCLA,16,1037,34160,16422,4340,6440,0.462,0.37,0.788,32.9,15.8,4.2,6.2,74.6,0.105,1.6,31.1,16,1.94375,0.5205,0.0875,0,1.4232500000000001,1.8562500000000002,1.94375,0.3007271805146462,1.643022819485354,0.0471634831001506,1.8965865168998495
2009,18,DEN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,0.46,0.359,0.77,29.2,12.7,2.7,6,42.1,0.126,1.4,13.6,16,0.85,0.5205,0.0875,0,0.3295,0.7625,0.85,0.2827100646402099,0.56728993535979,0.04180636885401316,0.8081936311459869
2009,19,ATL,Jeff Teague,Wake Forest,12,826,22164,10061,1989,4585,0.444,0.36,0.844,26.8,12.2,2.4,5.6,52.4,0.113,0.6,14.3,16,0.89375,0.5205,0.0875,0,0.3732500000000001,0.80625,0.89375,0.2669568902801344,0.6267931097198656,0.03786334212357413,0.8558866578764259
2009,20,UTA,Eric Maynor,VCU,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-2.9,-0.8,16,-0.05,0.5205,0.0875,0,-0.5705,-0.1375,-0.05,0.25321198520532007,-0.30321198520532006,0.035013988896667375,-0.08501398889666738
2009,21,NOP,Darren Collison,UCLA,11,711,20833,8861,1889,3545,0.471,0.394,0.853,29.3,12.5,2.7,5,49.9,0.115,0.5,13.4,16,0.8375,0.5205,0.0875,0,0.31700000000000006,0.75,0.8375,0.2412365487619691,0.5962634512380309,0.032999258641050105,0.8045007413589499
2009,22,POR,Victor Claver,NA,3,80,1072,258,178,56,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.6,-0.4,16,-0.025,0.5205,0.0875,0,-0.5455,-0.11249999999999999,-0.025,0.23079178029628294,-0.25579178029628297,0.03156010082447941,-0.05656010082447941
2009,23,SAC,Omri Casspi,NA,10,588,11959,4642,2355,662,0.454,0.368,0.678,20.3,7.9,4,1.1,19.6,0.078,-0.8,3.5,16,0.21875,0.5205,0.0875,0,-0.30174999999999996,0.13125,0.21875,0.22163887915446345,-0.002888879154463453,0.03043746491471261,0.1883125350852874
2009,24,OKC,Byron Mullens,Ohio State,5,189,3446,1398,790,153,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4,-1.8,16,-0.1125,0.5205,0.0875,0,-0.633,-0.2,-0.1125,0.2135390446827121,-0.3260390446827121,0.029372300379506795,-0.1418723003795068
2009,25,DAL,Rodrigue Beaubois,NA,4,182,2896,1286,338,374,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4,16,0.0875,0.5205,0.0875,0,-0.43299999999999994,0,0.0875,0.20625347622723092,-0.11875347622723093,0.028105556686619317,0.059394443313380674
2009,26,CHI,Taj Gibson,USC,16,1002,23069,8397,5727,946,0.517,0.266,0.712,23,8.4,5.7,0.9,60.2,0.125,-0.9,6.5,16,0.40625,0.5205,0.0875,0,-0.11424999999999996,0.31875,0.40625,0.1995433731342215,0.2067066268657785,0.02637818330380722,0.3798718166961928
2009,27,MEM,DeMarre Carroll,Missouri,11,578,13675,5150,2454,726,0.43,0.358,0.741,23.7,8.9,4.2,1.3,29.5,0.104,0,6.7,16,0.41875,0.5205,0.0875,0,-0.10174999999999995,0.33125000000000004,0.41875,0.19318245727493485,0.22556754272506516,0.023959206245877565,0.39479079375412246
2009,28,MIN,Wayne Ellington,UNC,13,770,16100,6190,1643,852,0.41,0.382,0.843,20.9,8,2.1,1.1,21.1,0.063,-1.5,2.2,16,0.1375,0.5205,0.0875,0,-0.38299999999999995,0.05000000000000002,0.1375,0.187063962727798,-0.04956396272779798,0.020885607877851622,0.11661439212214839
2009,29,NYK,Toney Douglas,Florida State,8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.8,2.2,16,0.1375,0.5205,0.0875,0,-0.38299999999999995,0.05000000000000002,0.1375,0.1811474229056856,-0.0436474229056856,0.017343019209943075,0.12015698079005693
2009,30,CLE,Christian Eyenga,NA,2,51,1049,320,137,40,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4.2,-0.6,16,-0.0375,0.5205,0.0875,0,-0.5579999999999999,-0.125,-0.0375,0.1753930784739498,-0.2128930784739498,0.013518656971489046,-0.051018656971489044
2009,31,SAC,Jeff Ayres,Arizona State,6,237,2322,690,632,99,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-2.3,-0.2,16,-0.0125,0.5205,0.0875,0,-0.5329999999999999,-0.09999999999999999,-0.0125,0.1697611700979431,-0.1822611700979431,0.009599737891827045,-0.022099737891827044
2009,32,HOU,Jermaine Taylor,Central Florida,2,65,786,351,108,48,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-3.7,-0.3,16,-0.01875,0.5205,0.0875,0,-0.53925,-0.10625,-0.01875,0.16421193844301726,-0.18296193844301725,0.005773478700293968,-0.024523478700293967
2009,33,POR,Dante Cunningham,Villanova,10,715,14875,4133,2676,506,0.469,0.345,0.649,20.8,5.8,3.7,0.7,24.9,0.08,-1.7,1.1,16,0.06875,0.5205,0.0875,0,-0.45175,-0.01874999999999999,0.06875,0.15870562417452455,-0.08995562417452455,0.0022270961262271104,0.0665229038737729
2009,34,DEN,Sergio Llull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.15320246795781733,NA,-8.521931010360706e-4,NA
2009,35,DET,DaJuan Summers,Georgetown,4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-5.8,-0.8,16,-0.05,0.5205,0.0875,0,-0.5705,-0.1375,-0.05,0.1476628114356347,-0.1976628114356347,-0.003278262003038208,-0.0467217379969618
2009,36,MEM,Sam Young,Pitt,4,249,3966,1436,573,180,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.1,-0.1,16,-0.00625,0.5205,0.0875,0,-0.5267499999999999,-0.09375,-0.00625,0.1420564620833413,-0.1483064620833413,-0.004967139140395749,-0.0012828608596042517
2009,37,SAS,DeJuan Blair,Pitt,7,424,7054,2865,2153,349,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,-1.2,1.4,16,0.0875,0.5205,0.0875,0,-0.43299999999999994,0,0.0875,0.13637029063280634,-0.048870290632806346,-0.006019000230725964,0.09351900023072596
2009,38,SAC,Jon Brockman,Washington,3,150,1570,320,472,49,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-3.9,-0.8,16,-0.05,0.5205,0.0875,0,-0.5705,-0.1375,-0.05,0.1305929557090531,-0.1805929557090531,-0.006553315986198311,-0.043446684013801695
2009,39,DET,Jonas Jerebko,NA,9,635,11323,3919,2522,525,0.457,0.363,0.77,17.8,6.2,4,0.8,25.8,0.109,-1,2.9,16,0.18125,0.5205,0.0875,0,-0.33924999999999994,0.09375,0.18125,0.12471311593710457,0.05653688406289542,-0.006689557118982512,0.1879395571189825
2009,40,CHO,Derrick Brown,Xavier,3,171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.3,0.4,16,0.025,0.5205,0.0875,0,-0.49549999999999994,-0.06249999999999999,0.025,0.11871942994198349,-0.09371942994198348,-0.006547194341248654,0.031547194341248655
2009,41,MIL,Jodie Meeks,Kentucky,10,539,12110,4988,1120,583,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2,16,0.2625,0.5205,0.0875,0,-0.25799999999999995,0.17500000000000002,0.2625,0.11260055634871349,0.14989944365128652,-0.006245698365165972,0.268745698365166
2009,42,HOU,Patrick Beverley,Arkansas,12,666,17689,5520,2729,2245,0.413,0.371,0.76,26.6,8.3,4.1,3.4,40.2,0.109,0.7,12.1,16,0.75625,0.5205,0.0875,0,0.23575000000000002,0.66875,0.75625,0.10634515378231721,0.6499048462176827,-0.005904539902904654,0.7621545399029046
2009,43,NOP,Marcus Thornton,LSU,8,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,0.2,6.2,16,0.3875,0.5205,0.0875,0,-0.13299999999999995,0.30000000000000004,0.3875,0.09994188086781804,0.287558119132182,-0.005643189666634035,0.39314318966663403
2009,44,HOU,Chase Budinger,Arizona,7,407,7998,3198,1240,473,0.43,0.352,0.797,19.7,7.9,3,1.2,13.9,0.083,-0.5,2.9,16,0.18125,0.5205,0.0875,0,-0.33924999999999994,0.09375,0.18125,0.09339005134199557,0.08785994865800442,-0.0055654522199943286,0.18681545221999432
2009,45,MEM,Nick Calathes,Florida,2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.5,0.8,16,0.05,0.5205,0.0875,0,-0.4705,-0.03749999999999999,0.05,0.0867601439011829,-0.0367601439011829,-0.005670498702601412,0.05567049870260141
2009,46,CLE,Danny Green,UNC,15,832,20899,7204,2827,1277,0.421,0.4,0.805,25.1,8.7,3.4,1.5,49.3,0.113,1.8,20.2,16,1.2625,0.5205,0.0875,0,0.742,1.175,1.2625,0.0801517905432487,1.1823482094567512,-0.005914636325244792,1.2684146363252446
2009,47,MIN,Henk Norel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.07366471125883894,NA,-0.006254042923446818,NA
2009,48,PHO,Taylor Griffin,Oklahoma,1,8,32,10,2,1,0.4,0,0.5,4,1.3,0.3,0.1,0,-0.039,-8.1,-0.1,16,-0.00625,0.5205,0.0875,0,-0.5267499999999999,-0.09375,-0.00625,0.06739862603859997,-0.07364862603859998,-0.0066448963327298835,3.948963327298832e-4
2009,49,ATL,Sergiy Gladyr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.0614532548731779,NA,-0.007043374388616746,NA
2009,50,UTA,Goran Suton,Michigan State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.05592831775321897,NA,-0.0074056549266299,NA
2009,51,SAS,Jack McClinton,Miami (FL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.050923534669369566,NA,-0.007687915782291391,NA
2009,52,IND,A.J. Price,UConn,6,261,3929,1523,377,567,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-1.3,0.7,16,0.04375,0.5205,0.0875,0,-0.47674999999999995,-0.04375,0.04375,0.046537100178796434,-0.0027871001787964367,-0.007847695578618839,0.05159769557861883
2009,53,SAS,Nando De Colo,NA,2,119,1414,453,211,203,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.7,0.5,16,0.03125,0.5205,0.0875,0,-0.48924999999999996,-0.056249999999999994,0.03125,0.042802861045093045,-0.011552861045093045,-0.007899935423878257,0.039149935423878256
2009,54,CHO,Robert Vaden,UAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.03966803130856157,NA,-0.007936858541924843,NA
2009,55,POR,Patty Mills,Saint Mary's,16,921,18316,8004,1491,2010,0.423,0.385,0.857,19.9,8.7,1.6,2.2,35.9,0.094,-0.2,8.5,16,0.53125,0.5205,0.0875,0,0.010750000000000037,0.44375,0.53125,0.03707371866967436,0.49417628133032565,-0.00805613541537018,0.5393061354153702
2009,56,DAL,Ahmad Nivins,Saint Joseph's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.03496103082890471,NA,-0.00835543652682557,NA
2009,57,PHO,Emir Preldžić,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.03327107548672529,NA,-0.008932432358902023,NA
2009,58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.1,0,16,0,0.5205,0.0875,0,-0.5205,-0.0875,0,0.03194496034360893,-0.03194496034360893,-0.009884793394211227,0.009884793394211227
2009,59,LAL,Chinemelu Elonu,Texas A&M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.030923793100028102,NA,-0.011310190115364539,NA
2009,60,MIA,Robert Dozier,Memphis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.5205,0.0875,0,NA,NA,NA,0.03014868145645635,NA,-0.01330629300497307,NA
2008,1,CHI,Derrick Rose,Memphis,15,723,22054,12573,2324,3770,0.456,0.316,0.831,30.5,17.4,3.2,5.2,44.6,0.097,1.2,18.2,17,1.0705882352941176,0.3782006920415225,0.029411764705882353,0,0.6923875432525951,1.0411764705882354,1.0705882352941176,1.143113859646673,-0.07252562435255538,0.8822822001815358,0.18830603511258182
2008,2,MIA,Michael Beasley,Kansas State,11,609,13903,7568,2861,788,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-1.7,0.9,17,0.052941176470588235,0.3782006920415225,0.029411764705882353,0,-0.3252595155709343,0.023529411764705882,0.052941176470588235,1.0604108854384655,-1.0074697089678772,0.7833289534233416,-0.7303877769527534
2008,3,MEM,O.J. Mayo,USC,8,547,16919,7574,1706,1607,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.9,4.7,17,0.27647058823529413,0.3782006920415225,0.029411764705882353,0,-0.10173010380622838,0.24705882352941178,0.27647058823529413,0.9801108851729452,-0.7036402969376511,0.6884843713470001,-0.412013783111706
2008,4,OKC,Russell Westbrook,UCLA,17,1237,41173,26205,8677,9925,0.439,0.305,0.772,33.3,21.2,7,8,112.5,0.131,3.6,58.4,17,3.4352941176470586,0.3782006920415225,0.029411764705882353,0,3.057093425605536,3.4058823529411764,3.4352941176470586,0.9026722960389979,2.5326218216080605,0.5984087442197418,2.8368853734273167
2008,5,MIN,Kevin Love,UCLA,17,952,27505,15421,9497,2173,0.438,0.369,0.828,28.9,16.2,10,2.3,94.9,0.166,3.2,36.3,17,2.135294117647059,0.3782006920415225,0.029411764705882353,0,1.7570934256055364,2.1058823529411765,2.135294117647059,0.8285535552255102,1.3067405624215485,0.5137623623087962,1.6215317553382627
2008,6,NYK,Danilo Gallinari,NA,14,777,22410,11607,3618,1469,0.428,0.381,0.876,28.8,14.9,4.7,1.9,65.4,0.14,1.7,20.8,17,1.223529411764706,0.3782006920415225,0.029411764705882353,0,0.8453287197231835,1.1941176470588237,1.223529411764706,0.758213099921368,0.465316311843338,0.4352055158813938,0.7883238958833122
2008,7,LAC,Eric Gordon,Indiana,17,925,28884,14134,2113,2508,0.43,0.372,0.81,31.2,15.3,2.3,2.7,41.9,0.07,-0.8,9,17,0.5294117647058824,0.3782006920415225,0.029411764705882353,0,0.15121107266435985,0.5,0.5294117647058824,0.6921093673154572,-0.1626976026095749,0.36339849520476425,0.1660132695011181
2008,8,MIL,Joe Alexander,West Virginia,2,67,745,282,120,44,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03,-3.6,-0.3,17,-0.01764705882352941,0.3782006920415225,0.029411764705882353,0,-0.3958477508650519,-0.047058823529411764,-0.01764705882352941,0.6307007945966637,-0.6483478534201932,0.29900159054613756,-0.31664864936966697
