Year,Pk,Tm,Player,College,Yrs,G,MP...8,PTS...9,TRB...10,AST...11,FG%,3P%,FT%,MP...15,PTS...16,TRB...17,AST...18,WS,WS/48,BPM,VORP,Seasons,VPS,class_mean_vps,VOADP,EPV,dEPV,Decade,EVP_decade,dEPV_decade,WdEPV,PickTier,z_dEPV,z_dEPV_decade
2024,15,MIA,Kelel Ware,Indiana,1,64,1422,595,473,60,0.554,0.315,0.687,22.2,9.3,7.4,0.9,4.1,0.14,-0.1,0.7,1,0.7,-0.23018867924528302,0.9301886792452829,0.3369157225259993,0.3630842774740007,2020s,0.18869270947148786,0.5113072905285121,0.37582793253526625,Mid-1st,0.4582936927006253,0.6859509352810574
2024,16,PHI,Jared McCain,Duke,1,23,592,352,56,60,0.46,0.383,0.875,25.7,15.3,2.4,2.6,0.7,0.057,0.2,0.3,1,0.3,-0.23018867924528302,0.530188679245283,0.3167172502670011,-0.016717250267001105,2020s,0.16761662119209736,0.13238337880790263,-0.017871492270878094,Mid-1st,-0.07317971800552243,0.15583939412739203
2024,17,LAL,Dalton Knecht,Tennessee,1,78,1494,706,216,66,0.461,0.376,0.762,19.2,9.1,2.8,0.8,2.7,0.086,-1.8,0.1,1,0.1,-0.23018867924528302,0.33018867924528306,0.29933647089660453,-0.19933647089660453,2020s,0.14764348031990263,-0.04764348031990262,-0.21965809254737537,Mid-1st,-0.3287270314294435,-0.09601675110226263
2024,18,ORL,Tristan Da Silva,Colorado,1,74,1629,533,245,113,0.412,0.335,0.873,22,7.2,3.3,1.5,2.5,0.073,-2.6,-0.3,1,-0.3,-0.23018867924528302,-0.06981132075471697,0.284088144140225,-0.584088144140225,2020s,0.12869578897316952,-0.4286957889731695,-0.6622937027726932,Mid-1st,-0.8671274040396586,-0.629105902650148
2024,19,TOR,JaKobe Walter,Baylor,1,52,1103,449,160,81,0.405,0.349,0.795,21.2,8.6,3.1,1.6,1.2,0.052,-3,-0.3,1,-0.3,-0.23018867924528302,-0.06981132075471697,0.2704258228538743,-0.5704258228538743,2020s,0.11076396370081545,-0.41076396370081547,-0.664525973274606,Mid-1st,-0.8480091015530724,-0.6040194216000031
2024,20,CLE,Jaylon Tyson,California,1,47,453,167,96,44,0.43,0.345,0.792,9.6,3.6,2,0.9,0.8,0.083,-2.7,-0.1,1,-0.1,-0.23018867924528302,0.13018867924528302,0.2581418622591554,-0.35814186225915545,2020s,0.09389045878446205,-0.19389045878446204,-0.4280613999724403,Mid-1st,-0.5509505793124184,-0.3006151117358807
2024,21,NOP,Yves Missi,Baylor,1,73,1956,665,601,99,0.547,0,0.623,26.8,9.1,8.2,1.4,3.6,0.089,-3,-0.5,1,-0.5,-0.23018867924528302,-0.269811320754717,0.24707934446758506,-0.7470793444675851,2020s,0.07814796433553489,-0.578147964335535,-0.9149815956592651,Mid-1st,-1.0952083432299389,-0.8381883082717997
2024,22,DEN,DaRon Holmes,Dayton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-0.23018867924528302,NA,0.2370813515906793,NA,2020s,0.06361561893637499,NA,NA,Mid-1st,NA,NA
2024,23,MIL,AJ Johnson,NA,1,29,639,220,59,76,0.385,0.267,0.865,22,7.6,2,2.6,-0.4,-0.032,-8.1,-1,1,-1,-0.23018867924528302,-0.769811320754717,0.22799096573995464,-1.2279909657399546,2020s,0.050357017234793244,-1.0503570172347931,-1.5739650040263593,Late-1st,-1.9272709451341048,-1.7189903550656322
2024,24,WAS,Kyshawn George,Miami (FL),1,68,1802,590,285,169,0.372,0.322,0.753,26.5,8.7,4.2,2.5,0.1,0.003,-4.1,-0.9,1,-0.9,-0.23018867924528302,-0.6698113207547169,0.21965126902692708,-1.1196512690269271,2020s,0.038403096963654015,-0.9384030969636541,-1.4659676263626453,Late-1st,-1.758193454439211,-1.5394727640526595
2024,25,NYK,Pacome Dadiet,NA,1,18,111,30,18,5,0.323,0.316,0.667,6.2,1.7,1,0.3,0,0.002,-6.5,-0.1,1,-0.1,-0.23018867924528302,0.13018867924528302,0.2119053435631132,-0.31190534356311317,2020s,0.02774191809152056,-0.12774191809152058,-0.41680104739899515,Late-1st,-0.4976060765900701,-0.23958133009116217
2024,26,OKC,Dillon Jones,Weber State,1,54,551,135,121,58,0.383,0.254,0.607,10.2,2.5,2.2,1.1,0.8,0.067,-4,-0.3,1,-0.3,-0.23018867924528302,-0.06981132075471697,0.20459627146002907,-0.50459627146002906,2020s,0.0183161019814966,-0.31831610198149657,-0.6876488060493549,Late-1st,-0.7983240918414796,-0.545166148544467
2024,27,MIN,Terrence Shannon Jr.,Illinois,1,32,339,138,47,32,0.482,0.355,0.81,10.6,4.3,1.5,1,0.6,0.091,-2.1,0,1,0,-0.23018867924528302,0.23018867924528302,0.19757597964973952,-0.19757597964973952,2020s,0.010027489038144728,-0.010027489038144728,-0.27437971978797215,Late-1st,-0.3191809697299349,-0.0508267900093963
2024,28,PHO,Ryan Dunn,Virginia,1,74,1410,511,267,57,0.43,0.311,0.487,19.1,6.9,3.6,0.8,1,0.034,-4.1,-0.7,1,-0.7,-0.23018867924528302,-0.46981132075471693,0.19078080807379932,-0.8907808080737993,2020s,0.0027475794260945537,-0.7027475794260946,-1.259754299879632,Late-1st,-1.4010128049987793,-1.161600236544895
2024,29,UTA,Isaiah Collier,USC,1,71,1839,615,235,446,0.422,0.249,0.682,25.9,8.7,3.3,6.3,-0.8,-0.021,-5.3,-1.6,1,-1.6,-0.23018867924528302,-1.3698113207547171,0.184193924746645,-1.7841939247466452,2020s,-0.0036683317035668406,-1.5963316682964332,-2.567893673699771,Late-1st,-2.795294425715051,-2.594458171425797
2024,30,BOS,Baylor Scheierman,Creighton,1,31,384,113,65,33,0.355,0.317,0.75,12.4,3.6,2.1,1.1,0.7,0.089,-1.7,0,1,0,-0.23018867924528302,0.23018867924528302,0.17779899722423698,-0.17779899722423698,2020s,-0.009365669702368695,0.009365669702368695,-0.2602710815419634,Late-1st,-0.28831654363800824,-0.019729950070271514
2024,31,TOR,Jonathan Mogbo,San Francisco,1,63,1286,389,311,146,0.438,0.243,0.732,20.4,6.2,4.9,2.3,1.9,0.071,-1.9,0,1,0,-0.23018867924528302,0.23018867924528302,0.17157969306253595,-0.17157969306253595,2020s,-0.01447596720864637,0.01447596720864637,-0.25531875360789635,Early-2nd,-0.29170279046611614,0.04861575670155099
2024,32,UTA,Kyle Filipowski,Duke,1,72,1522,690,440,140,0.502,0.35,0.65,21.1,9.6,6.1,1.9,2.5,0.078,-1,0.4,1,0.4,-0.23018867924528302,0.6301886792452831,0.16551967981750187,0.23448032018249815,2020s,-0.019104912009849165,0.4191049120098492,0.35450092259525107,Early-2nd,0.4630732967036714,0.815312307431179
2024,33,MIL,Tyler Smith,NA,1,23,122,67,25,4,0.48,0.433,0.75,5.3,2.9,1.1,0.2,0.2,0.083,-0.9,0,1,0,-0.23018867924528302,0.23018867924528302,0.15960262504509545,-0.15960262504509545,2020s,-0.02332422365706019,0.02332422365706019,-0.2450377421953046,Early-2nd,-0.2694400602314229,0.06538155604965017
2024,34,NYK,Tyler Kolek,Marquette,1,41,296,81,27,70,0.329,0.298,0.765,7.2,2,0.7,1.7,0.4,0.058,-2.8,-0.1,1,-0.1,-0.23018867924528302,0.13018867924528302,0.1538121963012772,-0.2538121963012772,2020s,-0.02716784252951851,-0.0728321574704815,-0.39553774009057724,Early-2nd,-0.44455489362373496,-0.11681689190703334
2024,35,IND,Johnny Furphy,Kansas,1,50,379,103,71,19,0.38,0.3,0.818,7.6,2.1,1.4,0.4,0.5,0.07,-2.5,0,1,0,-0.23018867924528302,0.23018867924528302,0.1481319160223284,-0.1481319160223284,2020s,-0.03063228842406339,0.03063228842406339,-0.23421712439767375,Early-2nd,-0.24811853978896853,0.07922897878438039
2024,36,IND,Juan Nunez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-0.23018867924528302,NA,0.14253170282065972,NA,2020s,-0.033680565462086365,NA,NA,Early-2nd,NA,NA
2024,37,DET,Bobi Klintman,NA,1,8,42,15,7,7,0.6,0.4,0.5,5.3,1.9,0.9,0.9,0.2,0.208,1,0,1,0,-0.23018867924528302,0.23018867924528302,0.13695695284506548,-0.13695695284506548,2020s,-0.036248703036451724,0.036248703036451724,-0.2226490923446263,Early-2nd,-0.22734674570415883,0.08987103928477595
2024,38,OKC,Ajay Mitchell,UC Santa Barbara,1,36,597,234,68,64,0.495,0.383,0.829,16.6,6.5,1.9,1.8,1.5,0.122,-1.6,0.1,1,0.1,-0.23018867924528302,0.33018867924528306,0.13135049277321922,-0.03135049277321922,2020s,-0.038253931136106464,0.13825393113610646,-0.051650217182989296,Early-2nd,-0.031047607367726413,0.28315196380889257
2024,39,MEM,Jaylen Wells,Washington State,1,79,2043,823,268,135,0.425,0.352,0.822,25.9,10.4,3.4,1.7,3.5,0.083,-2.2,-0.1,1,-0.1,-0.23018867924528302,0.13018867924528302,0.1256551492827947,-0.2256551492827947,2020s,-0.03960355753876414,-0.060396442461235864,-0.37662880641628477,Early-2nd,-0.3922171477693028,-0.09325352619643243
2024,40,PHO,Oso Ighodaro,Marquette,1,61,1045,255,222,71,0.604,0,0.58,17.1,4.2,3.6,1.2,1.6,0.075,-2.6,-0.2,1,-0.2,-0.23018867924528302,0.030188679245283012,0.11981374905146482,-0.3198137490514648,2020s,-0.04020378483722639,-0.15979621516277362,-0.5405839014630471,Early-2nd,-0.5672372363981651,-0.2815975976049183
2024,41,PHI,Adem Bona,UCLA,1,58,905,337,245,27,0.703,0,0.67,15.6,5.8,4.2,0.5,2.3,0.121,-2.7,-0.2,1,-0.2,-0.23018867924528302,0.030188679245283012,0.11376911875690346,-0.3137691187569035,2020s,-0.03996791065264879,-0.16003208934735122,-0.5369552691735155,Early-2nd,-0.5560016006465507,-0.28204453528954354
2024,42,CHO,KJ Simpson,Colorado,1,36,842,282,109,112,0.346,0.254,0.82,23.4,7.8,3,3.1,-0.4,-0.025,-5.4,-0.7,1,-0.7,-0.23018867924528302,-0.46981132075471693,0.10746408507678408,-0.807464085076784,2020s,-0.03882353738232469,-0.6611764626176753,-1.3985688206401083,Early-2nd,-1.4736717547611322,-1.2316198618710157
2024,43,MIA,Nikola Djurisic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-0.23018867924528302,NA,0.10084147468878016,NA,2020s,-0.03671854249583656,NA,NA,Early-2nd,NA,NA
2024,44,HOU,Pelle Larsson,Arizona,1,55,782,251,92,65,0.438,0.337,0.672,14.2,4.6,1.7,1.2,1.4,0.086,-3.1,-0.2,1,-0.2,-0.23018867924528302,0.030188679245283012,0.09386560698428037,-0.2938656069842804,2020s,-0.03362561801587752,-0.1663743819841225,-0.5209680397794187,Early-2nd,-0.5190053581044096,-0.29406199956343404
2024,45,SAC,Jamal Shead,Houston,1,75,1467,533,115,316,0.405,0.323,0.768,19.6,7.1,1.5,4.2,0.8,0.027,-4.1,-0.8,1,-0.8,-0.23018867924528302,-0.5698113207547171,0.08664435011672812,-0.8866443501167282,2020s,-0.029545195520686324,-0.7704548044793137,-1.5896140403463213,Late-2nd,-3.0104312757480645,-2.6493297163362244
2024,46,LAC,Cam Christie,Minnesota,1,13,59,18,12,6,0.292,0.154,0.5,4.5,1.4,0.9,0.5,0,-0.005,-2.5,0,1,0,-0.23018867924528302,0.23018867924528302,0.07934437815151275,-0.07934437815151275,2020s,-0.024506565908523625,0.024506565908523625,-0.14382389922488834,Late-2nd,-0.27741879861233193,0.10884807870905022
2024,47,ORL,Antonio Reeves,Kentucky,1,44,660,305,63,39,0.456,0.395,0.8,15,6.9,1.4,0.9,0.4,0.029,-3.2,-0.2,1,-0.2,-0.23018867924528302,0.030188679245283012,0.0721325426466334,-0.2721325426466334,2020s,-0.018567022361222818,-0.1814329776387772,-0.49861505879959445,Late-2nd,-0.9300788720750414,-0.6056745349580843
2024,48,SAS,Harrison Ingram,UNC,1,5,35,4,9,3,0.5,0,NA,7,0.8,1.8,0.6,0.1,0.093,-1.2,0,1,0,-0.23018867924528302,0.23018867924528302,0.06517569516008885,-0.06517569516008885,2020s,-0.01180893426428356,0.01180893426428356,-0.12068193719171771,Late-2nd,-0.2294525051094618,0.06479269821462336
2024,49,IND,Tristen Newton,UConn,1,8,16,3,4,2,0.125,0,1,2,0.4,0.5,0.3,-0.1,-0.33,-20.7,-0.1,1,-0.1,-0.23018867924528302,0.13018867924528302,0.05864068724987742,-0.15864068724987743,2020s,-0.004334814726344477,-0.09566518527365553,-0.29678954964569926,Late-2nd,-0.545866475662394,-0.3080967793042209
2024,50,IND,Enrique Freeman,University of Akron,1,22,181,46,30,9,0.432,0.1,0.684,8.2,2.1,1.4,0.4,0.2,0.046,-6.3,-0.2,1,-0.2,-0.23018867924528302,0.030188679245283012,0.05269437047399811,-0.2526943704739981,2020s,0.0037393345171836123,-0.20373933451718362,-0.47754747284301563,Late-2nd,-0.8642733859789589,-0.6830681046611756
2024,51,NYK,Melvin Ajinça,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-0.23018867924528302,NA,0.047503596390449626,NA,2020s,0.01229186370112667,NA,NA,Late-2nd,NA,NA
2024,52,GSW,Quinten Post,Boston College,1,42,686,340,148,56,0.449,0.408,0.778,16.3,8.1,3.5,1.3,1.7,0.116,0.1,0.4,1,0.4,-0.23018867924528302,0.6301886792452831,0.04323278545892634,0.3567672145410737,2020s,0.02120373086845842,0.37879626913154163,0.6875789803627039,Late-2nd,1.1989821250132806,1.338082641347189
2024,53,MEM,Cam Spencer,UConn,1,25,252,106,30,34,0.415,0.358,1,10.1,4.2,1.2,1.4,0.8,0.16,0.5,0.2,1,0.2,-0.23018867924528302,0.43018867924528303,0.03994380642910315,0.16005619357089687,2020s,0.030366248862461143,0.16963375113753887,0.311419928979853,Late-2nd,0.5330417145449321,0.6123776773369746
2024,54,BOS,Anton Watson,Gonzaga,1,9,22,8,3,2,0.444,0,NA,2.4,0.9,0.3,0.2,0,-0.07,-10.1,0,1,0,-0.23018867924528302,0.23018867924528302,0.037560460629476156,-0.037560460629476156,2020s,0.03968737664441285,-0.03968737664441285,-0.07376728027370708,Late-2nd,-0.1359646032735802,-0.11387759516808427
2024,55,LAL,Bronny James,USC,1,27,181,62,18,22,0.313,0.281,0.786,6.7,2.3,0.7,0.8,-0.2,-0.043,-7.2,-0.2,1,-0.2,-0.23018867924528302,0.030188679245283012,0.03599681765483773,-0.23599681765483774,2020s,0.04909574731802474,-0.24909574731802475,-0.4677604230247872,Late-2nd,-0.8077459218675583,-0.840435563395874
2024,56,PHO,Kevin McCullar Jr.,Kansas,1,4,29,6,8,2,0.286,0,1,7.3,1.5,2,0.5,0,0.06,-7.2,0,1,0,-0.23018867924528302,0.23018867924528302,0.035166947099981326,-0.035166947099981326,2020s,0.058541926508500985,-0.058541926508500985,-0.07033389419996265,Late-2nd,-0.12786166438163582,-0.1792948628591301
2024,57,MEM,Ulrich Chomche,NA,1,7,32,5,8,2,0.4,NA,0.5,4.6,0.7,1.1,0.3,0,0.001,-7.4,0,1,0,-0.23018867924528302,0.23018867924528302,0.034984918559699485,-0.034984918559699485,2020s,0.06799682356691722,-0.06799682356691722,-0.07059180345875955,Late-2nd,-0.127245429662125,-0.21209933373328055
2024,58,DAL,Ariel Hukporti,NA,1,25,217,48,51,11,0.677,NA,0.462,8.7,1.9,2,0.4,0.1,0.02,-5.6,-0.2,1,-0.2,-0.23018867924528302,0.030188679245283012,0.03536480162878457,-0.2353648016287846,2020s,0.0774476685976645,-0.2774476685976645,-0.4790617475153098,Late-2nd,-0.8056063111343285,-0.938804669912613
2024,59,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-0.23018867924528302,NA,0.03622066590202982,NA,2020s,0.08689243319439716,NA,NA,Late-2nd,NA,NA
2024,60,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-0.23018867924528302,NA,0.03746658097422782,NA,2020s,0.09633391772994959,NA,NA,Late-2nd,NA,NA
2023,1,SAS,Victor Wembanyama,NA,2,117,3633,2638,1261,442,0.469,0.339,0.809,31.1,22.5,10.8,3.8,7.5,0.099,5.7,7.1,2,3.55,0.027272727272727264,3.5227272727272725,1.1820582298282691,2.367941770171731,2020s,0.6884106481490666,2.861589351850933,2.367941770171731,Lottery,2.17163120026672,2.6456814847411505
2023,2,CHO,Brandon Miller,Alabama,2,101,3307,1847,446,273,0.428,0.366,0.837,32.7,18.3,4.4,2.7,1.2,0.017,-1.9,0.1,2,0.05,0.027272727272727264,0.02272727272727274,1.0876255959569865,-1.0376255959569864,2020s,0.6418667726627373,-0.5918667726627372,-1.0376255959569864,Lottery,-0.9345846053057523,-0.5374701746013596
2023,3,POR,Scoot Henderson,NA,2,128,3524,1705,392,671,0.401,0.34,0.793,27.5,13.3,3.1,5.2,0.1,0.002,-4,-1.8,2,-0.9,0.027272727272727264,-0.9272727272727272,0.9967840507411952,-1.8967840507411953,2020s,0.5956346672532897,-1.4956346672532899,-1.8967840507411953,Lottery,-1.718222479653725,-1.3704995137916847
2023,4,HOU,Amen Thompson,NA,2,131,3613,1562,973,428,0.549,0.221,0.684,27.6,11.9,7.4,3.3,12.3,0.163,3.2,4.7,2,2.35,0.027272727272727264,2.3227272727272728,0.910042806479001,1.439957193520999,2020s,0.5501531422203075,1.7998468577796927,1.439957193520999,Lottery,1.3252170644052146,1.667042330241029
2023,5,DET,Ausar Thompson,NA,2,122,2911,1150,705,254,0.509,0.198,0.621,23.9,9.4,5.8,2.1,5.6,0.092,-0.4,1.2,2,0.6,0.027272727272727264,0.5727272727272728,0.8279110754685103,-0.2279110754685103,2020s,0.5059356568366891,0.09406434316331092,-0.2279110754685103,Lottery,-0.19604451164672193,0.09477262531080761
2023,6,ORL,Anthony Black,Arkansas,2,147,3051,1052,369,331,0.435,0.343,0.718,20.8,7.2,2.5,2.3,4,0.064,-2.3,-0.2,2,-0.1,0.027272727272727264,-0.12727272727272726,0.7508980700078284,-0.8508980700078284,2020s,0.4634850967619587,-0.5634850967619587,-0.8508980700078284,Lottery,-0.7642705489145988,-0.5113099526436513
2023,7,WAS,Bilal Coulibaly,NA,2,122,3663,1259,550,309,0.427,0.311,0.728,30,10.3,4.5,2.5,0.8,0.01,-3.9,-1.8,2,-0.9,0.027272727272727264,-0.9272727272727272,0.6795130023950617,-1.5795130023950619,2020s,0.42322684534870586,-1.323226845348706,-1.5795130023950619,Lottery,-1.4288397603967016,-1.211586174634527
2023,8,IND,Jarace Walker,Houston,2,108,1527,581,292,150,0.457,0.404,0.692,14.1,5.4,2.7,1.4,2,0.063,-0.7,0.5,2,0.25,0.027272727272727264,0.22272727272727275,0.6142650849283154,-0.36426508492831544,2020s,0.38546316060690616,-0.13546316060690616,-0.36426508492831544,Lottery,-0.32041291602766075,-0.11678959761849039
2023,9,UTA,Taylor Hendricks,Central Florida,2,43,931,306,200,34,0.434,0.368,0.788,21.7,7.1,4.7,0.8,1.2,0.064,-1.8,0.1,2,0.05,0.027272727272727264,0.02272727272727274,0.555663529905696,-0.505663529905696,2020s,0.35035015155165783,-0.30035015155165784,-0.505663529905696,Lottery,-0.4493823468016543,-0.2687707665999532
2023,10,OKC,Cason Wallace,Kentucky,2,150,3568,1129,416,293,0.482,0.389,0.797,23.8,7.5,2.8,2,9.2,0.124,0.6,2.3,2,1.15,0.027272727272727264,1.1227272727272726,0.5041715488308173,0.6458284511691826,2020s,0.3178965318952476,0.8321034681047523,0.6458284511691826,Lottery,0.6008927489662084,0.7750449034327368
2023,11,ORL,Jett Howard,Michigan,2,78,768,296,77,50,0.37,0.294,0.667,9.8,3.8,1,0.6,0.2,0.01,-5,-0.6,2,-0.3,0.027272727272727264,-0.32727272727272727,0.4595997242656099,-0.7595997242656098,2020s,0.2879812046837634,-0.5879812046837634,-0.7595997242656098,Lottery,-0.6809973864490231,-0.5338887327894991
2023,12,DAL,Dereck Lively II,Duke,2,91,2127,797,648,145,0.729,0,0.565,23.4,8.8,7.1,1.6,8.4,0.189,1.6,1.9,2,0.95,0.027272727272727264,0.9227272727272727,0.4212738885434045,0.5287261114565955,2020s,0.2603849525960007,0.6896150474039993,0.5287261114565955,Lottery,0.4940837801868761,0.6437091526840376
2023,13,TOR,Gradey Dick,Kansas,2,114,2855,1287,325,166,0.416,0.356,0.859,25,11.3,2.9,1.5,1.6,0.028,-4.2,-1.6,2,-0.8,0.027272727272727264,-0.8272727272727273,0.388508382473321,-1.1885083824733211,2020s,0.23483034973937936,-1.0348303497393794,-1.1885083824733211,Lottery,-1.0722046979009612,-0.9457626776944376
2023,14,NOP,Jordan Hawkins,UConn,2,123,2481,1128,306,136,0.376,0.348,0.826,20.2,9.2,2.5,1.1,0.7,0.014,-4.3,-1.5,2,-0.75,0.027272727272727264,-0.7772727272727272,0.3606175468644792,-1.1106175468644792,2020s,0.2110236333370531,-0.9610236333370531,-1.1106175468644792,Lottery,-1.00116051680979,-0.8777328654379487
2023,15,ATL,Kobe Bufkin,Michigan,2,27,320,134,54,44,0.374,0.22,0.654,11.9,5,2,1.6,-0.1,-0.012,-4.3,-0.2,2,-0.1,0.027272727272727264,-0.12727272727272726,0.3369157225259993,-0.4369157225259993,2020s,0.18869270947148786,-0.28869270947148784,-0.4522507386755588,Mid-1st,-0.6611823954915752,-0.4332427070447518
2023,16,UTA,Keyonte George,Baylor,2,142,4132,2099,464,709,0.391,0.339,0.831,29.1,14.8,3.3,5,0.7,0.009,-3.5,-1.6,2,-0.8,0.027272727272727264,-0.8272727272727273,0.3167172502670011,-1.116717250267001,2020s,0.16761662119209736,-0.9676166211920973,-1.1938209566855453,Mid-1st,-1.612459339269798,-1.3830518640705958
2023,17,LAL,Jalen Hood-Schifino,Indiana,2,36,424,140,40,45,0.329,0.262,0.732,11.8,3.9,1.1,1.3,-0.6,-0.068,-9.3,-0.8,2,-0.4,0.027272727272727264,-0.4272727272727273,0.29933647089660453,-0.6993364708966046,2020s,0.14764348031990263,-0.5476434803199026,-0.7706312575667151,Mid-1st,-1.028399586549569,-0.7955127775558934
